OBJECTID,tractce,geoid,intptlat,intptlon,disability_mental,disability_physical,disability_total,gender_female,gender_trans,gender_total,race_eth_origin_african,race_eth_origin_african_america,race_eth_origin_american,race_eth_origin_american_indian,race_eth_origin_armenian,race_eth_origin_api,race_eth_origin_azerbaijani,race_eth_origin_canadian,race_eth_origin_croatian,race_eth_origin_danish,race_eth_origin_ethiopian,race_eth_origin_french,race_eth_origin_german,race_eth_origin_jamaican,race_eth_origin_latino,race_eth_origin_middle_easterne,race_eth_origin_multi_racial,race_eth_origin_nonwhite,race_eth_origin_other,race_eth_origin_portuguese,race_eth_origin_romani_gypsy,race_eth_origin_russian,race_eth_origin_serbian,race_eth_origin_turkish,race_eth_origin_unknown,race_eth_origin_white,race_eth_origin_total,religion_atheist_agnostic,religion_buddhist,religion_catholic,religion_christian,religion_hindu,religion_jehovahs_witness,religion_jewish,religion_mormon_lds,religion_muslim,religion_other,religion_other_christian,religion_protestant,religion_scientologist,religion_sikh,religion_unknown,religion_total,sept11_middle_east_conflict_arm,sept11_middle_east_conflict_dan,sept11_middle_east_conflict_jew,sept11_middle_east_conflict_mid,sept11_middle_east_conflict_mus,sept11_middle_east_conflict_unk,sept11_middle_east_conflict_tot,sexual_orientation_bisexual,sexual_orientation_gay_male,sexual_orientation_heterosexual,sexual_orientation_lesbian,sexual_orientation_lgbt_not_spe,sexual_orientation_total,unknown_total,blank_total,tract_total,SHAPE_Length,SHAPE_Area
1105,480600,06037480600,+34.1193401,-118.1551292,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,28805.4609883287,25430074.4363621
1106,480703,06037480703,+34.1101198,-118.1628752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,2,22394.6062957464,12218482.609055
1107,910207,06037910207,+34.5955840,-118.1753866,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33273.7598293128,47716277.4597432
1108,910208,06037910208,+34.5966435,-118.1555820,,,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,1,,11,26669.0377430144,35577152.2284267
1109,910209,06037910209,+34.6075169,-118.1989028,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,28996.5207520877,31568624.4717222
1110,267902,06037267902,+34.0475522,-118.4201983,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,12865.324511812,8374980.4485118
1111,269601,06037269601,+34.0418546,-118.3794518,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,7574.31564053084,3591419.07744992
1112,269903,06037269903,+34.0209031,-118.4064763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,7708.020284075,3055079.35499038
1113,269904,06037269904,+34.0278090,-118.4118789,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9020.39168067078,3631202.2406454
1114,269905,06037269905,+34.0218574,-118.4018807,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8317.56997258175,2562120.99928836
1115,271902,06037271902,+34.0096289,-118.4316771,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,4,12748.8599726212,9948084.65307174
1116,480704,06037480704,+34.1057800,-118.1537051,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17632.2819537024,11510635.3714035
1117,480802,06037480802,+34.0820626,-118.1526495,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19036.0399305036,18440723.13725
1118,212101,06037212101,+34.0635956,-118.2941415,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,1,,,,,1,,1,,,,,1,1,,,5,5670.09822199007,1999680.47401587
1119,239801,06037239801,+33.9660533,-118.2629318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,9960.99727639018,3990942.24499371
1120,553504,06037553504,+33.9067419,-118.1554580,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,13797.8724243219,6875046.86901841
1121,554104,06037554104,+33.8931415,-118.1195565,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8396.20622620788,3923471.13942688
1122,554105,06037554105,+33.8860491,-118.1198534,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10099.873951788,3629641.76301372
1123,554203,06037554203,+33.8802194,-118.1247134,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,13835.198824307,7366132.40698513
1124,554204,06037554204,+33.8847475,-118.1285839,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12961.7900426026,7097729.20441714
1125,554301,06037554301,+33.8822626,-118.1456094,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14242.7440568783,7272514.62186665
1126,554302,06037554302,+33.8729726,-118.1469108,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,6,11169.9236038513,7730480.18968184
1127,401704,06037401704,+34.1001078,-117.7417430,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,19604.8829542618,19499102.3690605
1128,139802,06037139802,+34.1428640,-118.5563556,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,46887.6014811627,65411694.2165885
1129,186100,06037186100,+34.1284623,-118.2299818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,21971.5051220163,14501609.057859
1130,408703,06037408703,+33.9591958,-117.8885574,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70628.5290889629,183886709.132589
1131,300800,06037300800,+34.1845879,-118.2206020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,46582.4126568244,66048067.0946416
1132,301206,06037301206,+34.1631614,-118.2724011,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,13372.313134652,8916582.48663305
1133,402402,06037402402,+34.0546463,-117.7866816,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43755.8806069244,57569825.03533
1134,209810,06037209810,+34.0491173,-118.2823449,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5415.90695810918,1612737.66617426
1135,117404,06037117404,+34.2284788,-118.4790770,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,1,,,1,,,,2,,,,,,,,,,,1,,1,,,5,17700.6526594739,19003850.0865476
1136,296220,06037296220,+33.7410279,-118.2837798,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,1,11,9598.06029390253,5774259.22720766
1137,228500,06037228500,+34.0034920,-118.2690648,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,4,9216.9806048702,4831913.34100462
1138,183810,06037183810,+34.1073650,-118.1978496,,,,,1,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,1,4,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,1,,3,,,9,10289.0666252479,4896689.87589835
1139,480101,06037480101,+34.1092000,-118.0734465,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14642.82934816,12236218.3005851
1140,460501,06037460501,+34.2182586,-118.1926525,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60139.271717861,81310500.4675707
1141,621201,06037621201,+33.8496255,-118.3827731,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,,,2,,2,1,,8,17409.0124044221,17615431.8825357
1142,131600,06037131600,+34.2147180,-118.5513560,2,,2,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,12,19437.3204921861,23580852.4432524
1143,131900,06037131900,+34.2047193,-118.5098593,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,15934.6498012558,14188183.7905727
1144,554405,06037554405,+33.8737602,-118.1212147,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,2,,,6,11740.7949420786,8240568.9833653
1145,701100,06037701100,+34.0575853,-118.4570059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,28243.1548828485,27238817.3075341
1146,262303,06037262303,+34.0660696,-118.4868492,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29228.9626830496,28139675.0468292
1147,191410,06037191410,+34.0887621,-118.2881169,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,7438.63777728712,3351636.21582636
1148,191720,06037191720,+34.0887897,-118.3123611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,5,6946.31644524517,2845123.18724398
1149,194300,06037194300,+34.1016706,-118.3875192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,35303.6355058012,26597838.3673789
1150,302103,06037302103,+34.1425784,-118.2380190,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9560.52287906588,5927468.93185662
1151,570601,06037570601,+33.8569402,-118.1809849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,12356.3285645949,8401349.30948164
1152,211802,06037211802,+34.0635374,-118.3047254,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,3,,,,,,,,,3,,,,3,,,9,7938.57208641899,3502699.25146556
1153,125502,06037125502,+34.1566283,-118.3655444,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,9622.55792101008,5628290.55601626
1154,127103,06037127103,+34.2043745,-118.4301703,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,3,7541.24723481974,3078754.60061733
1155,127603,06037127603,+34.1957241,-118.4800237,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9725.94419222603,4643287.95185437
1156,127711,06037127711,+34.1879662,-118.4698306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,,,3,13542.4695117941,10199682.6226354
1157,127803,06037127803,+34.1975153,-118.4530799,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,10521.7462718868,6897436.31488901
1158,127806,06037127806,+34.1885731,-118.4572359,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,3,,,3,,,,,,,,,4,,,,4,,,14,13484.5344955601,7353227.47386321
1159,128101,06037128101,+34.1902993,-118.4356174,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,10570.7579777431,6984191.91172733
1160,128601,06037128601,+34.1784585,-118.4410822,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,1,,,5,13840.6277976153,7339199.21797255
1161,128602,06037128602,+34.1712144,-118.4356063,,,,,,,,1,,,2,,,,,,,,,,,1,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,7,14527.2149268205,12209208.0822975
1162,132002,06037132002,+34.1948951,-118.5071960,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,1,,,,,,,,,3,,,,3,,,6,21045.8260386477,17223434.6826111
1163,273902,06037273902,+33.9832035,-118.4661393,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,4,,1,,,,,1,,1,,,,,,,3,,,,,,,,,1,,,,1,,,8,16397.5668131055,12815473.2438195
1164,502802,06037502802,+33.9335394,-118.0683930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37880.4986742997,41620220.905102
1165,211703,06037211703,+34.0671467,-118.3115820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697.20575421239,1981693.38107426
1166,800328,06037800328,+34.1532546,-118.7172770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40714.595351911,105603455.235102
1167,990100,06037990100,+33.9991909,-118.7921877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250492.179792852,1859770733.99405
1168,990300,06037990300,+33.6975355,-118.3467756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293635.119218976,1588518158.42152
1169,195202,06037195202,+34.1029474,-118.2785412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14520.0909924589,9450213.39903299
1170,195804,06037195804,+34.0787744,-118.2728192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7708.36000700584,3615043.81692409
1171,201601,06037201601,+34.0726971,-118.1774624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11118.8418936602,5816821.74662538
1172,207103,06037207103,+34.0644824,-118.2392725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9634.34535093254,3488830.09395717
1173,621324,06037621324,+33.8337216,-118.3900969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17426.8686498413,14816494.2740504
1174,212701,06037212701,+34.0543037,-118.3193139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10686.7572868584,5054873.23360236
1175,570602,06037570602,+33.8561559,-118.1729332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14467.3016332185,11222281.2146508
1176,500403,06037500403,+34.0073290,-118.0660305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29537.6277280819,24186338.1205008
1177,990200,06037990200,+33.9135868,-118.4928693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311757.015313552,2233307847.62539
1178,570902,06037570902,+33.8532314,-118.1210795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14170.0210840909,11365545.6693432
1179,670413,06037670413,+33.7725815,-118.3974684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21025.0953539017,23535290.3959494
1180,109604,06037109604,+34.2615445,-118.4653518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14357.4695878526,12645174.2497457
1181,104403,06037104403,+34.2587946,-118.4344932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16071.53340497,7459610.76897673
1182,117408,06037117408,+34.2248464,-118.4703709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8246.91611446247,4052431.76342019
1183,402406,06037402406,+34.0670404,-117.7827824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14369.785082223,12567423.0010499
1184,408004,06037408004,+34.0379961,-117.9156679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11899.6441567767,6655891.83816867
1185,408006,06037408006,+34.0345437,-117.9014171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25486.506250561,35771302.8796716
1186,115404,06037115404,+34.2255624,-118.5416703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13012.0745657112,10260487.500434
1187,430003,06037430003,+34.1722648,-117.9421581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75726.5377928488,128546564.719911
1188,430301,06037430301,+34.1651251,-117.9854038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85159.5054025749,263125799.316977
1189,274202,06037274202,+33.9709011,-118.4615184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22022.1158771767,23825053.3849901
1190,119001,06037119001,+34.2351095,-118.4203143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13964.9842007957,11551196.3765598
1191,119202,06037119202,+34.2571321,-118.4398322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16864.124326676,10437023.7589322
1192,533002,06037533002,+33.9774893,-118.2391516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9263.7125908804,5223286.26458921
1193,502801,06037502801,+33.9408894,-118.0892287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19767.091016072,23936249.6960793
1194,301802,06037301802,+34.1492141,-118.2597025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450.60301344317,5155942.6385377
1195,302504,06037302504,+34.1351285,-118.2491936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11451.9579913916,4059815.08561604
1196,120107,06037120107,+34.2256810,-118.4563753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6075.28674959795,2231008.49519242
1197,121221,06037121221,+34.2276175,-118.3955625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11054.1635780522,5427461.15029902
1198,124103,06037124103,+34.1884919,-118.3834122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921.97772907455,3486761.99663003
1199,219902,06037219902,+34.0296515,-118.3698125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13295.7665299572,8619894.37090217
1200,571502,06037571502,+33.8421855,-118.1835447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16163.2407355889,14822500.3006924
1201,408630,06037408630,+34.0064838,-117.9561077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12744.6577377388,7383718.37617321
1202,408723,06037408723,+33.9780062,-117.9008838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15853.27205995,8645228.01119569
1203,430902,06037430902,+34.1348605,-118.0145357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17067.304321105,12709141.6568686
1204,980020,06037980020,+34.2266886,-118.3034056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60535.7312259417,91832141.1973766
1205,670001,06037670001,+33.8038640,-118.3166168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16579.6634649701,10114919.1822726
1206,271801,06037271801,+34.0167262,-118.4182342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9610.55195120519,5165916.65323085
1207,542104,06037542104,+33.9009214,-118.1908015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11055.9105154895,6250238.46803017
1208,910812,06037910812,+34.5027895,-118.0954273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91983.9030676039,357244228.272961
1209,533803,06037533803,+33.9747696,-118.1839766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15410.7754034727,8430172.76530913
1210,320201,06037320201,+34.2860283,-118.4396292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16450.8617812683,9884427.63689543
1211,543905,06037543905,+33.8155623,-118.2550214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24257.6247075059,29538912.1347805
1212,534001,06037534001,+33.9679322,-118.1468675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13447.0746875795,8449049.55752207
1213,550601,06037550601,+33.9622692,-118.1171582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14580.3410259427,12616436.7380249
1214,550602,06037550602,+33.9551248,-118.1223634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16653.9514464984,15898558.6424753
1215,980022,06037980022,+34.3040449,-118.4807217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40615.4264437938,67565815.7616121
1216,980025,06037980025,+33.8433748,-118.2400290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30144.1399542556,31945180.2987158
1217,980026,06037980026,+34.2734804,-118.2633014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102765.53512484,149614439.509839
1218,543601,06037543601,+33.8216423,-118.2814216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10907.78165667,6995154.3380257
1219,218701,06037218701,+34.0373889,-118.3333058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10687.1148969658,5919128.63364289
1220,183104,06037183104,+34.1215773,-118.1746179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16087.0880877278,7177217.01440572
1221,531503,06037531503,+34.0294081,-118.1747448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14516.4784505753,12515353.7079469
1222,550902,06037550902,+33.9477159,-118.1251864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14238.1013016374,10415455.5707024
1223,551502,06037551502,+33.9270686,-118.1527452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18384.3807421937,11852252.9933334
1224,551101,06037551101,+33.9218213,-118.1262274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22027.8628117793,18153042.12599
1225,551402,06037551402,+33.9414621,-118.1459703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13970.3857068651,12468678.2695321
1226,572201,06037572201,+33.8161800,-118.1953378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18458.8267475607,16730820.3998139
