OBJECTID,tractce,geoid,intptlat,intptlon,disability_mental,disability_physical,disability_total,gender_female,gender_trans,gender_total,race_eth_origin_african,race_eth_origin_african_america,race_eth_origin_american,race_eth_origin_american_indian,race_eth_origin_armenian,race_eth_origin_api,race_eth_origin_azerbaijani,race_eth_origin_canadian,race_eth_origin_croatian,race_eth_origin_danish,race_eth_origin_ethiopian,race_eth_origin_french,race_eth_origin_german,race_eth_origin_jamaican,race_eth_origin_latino,race_eth_origin_middle_easterne,race_eth_origin_multi_racial,race_eth_origin_nonwhite,race_eth_origin_other,race_eth_origin_portuguese,race_eth_origin_romani_gypsy,race_eth_origin_russian,race_eth_origin_serbian,race_eth_origin_turkish,race_eth_origin_unknown,race_eth_origin_white,race_eth_origin_total,religion_atheist_agnostic,religion_buddhist,religion_catholic,religion_christian,religion_hindu,religion_jehovahs_witness,religion_jewish,religion_mormon_lds,religion_muslim,religion_other,religion_other_christian,religion_protestant,religion_scientologist,religion_sikh,religion_unknown,religion_total,sept11_middle_east_conflict_arm,sept11_middle_east_conflict_dan,sept11_middle_east_conflict_jew,sept11_middle_east_conflict_mid,sept11_middle_east_conflict_mus,sept11_middle_east_conflict_unk,sept11_middle_east_conflict_tot,sexual_orientation_bisexual,sexual_orientation_gay_male,sexual_orientation_heterosexual,sexual_orientation_lesbian,sexual_orientation_lgbt_not_spe,sexual_orientation_total,unknown_total,blank_total,tract_total,SHAPE_Length,SHAPE_Area
985,128802,06037128802,+34.1684788,-118.4552597,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13223.9631086458,10452750.6951198
986,670416,06037670416,+33.7558674,-118.4075895,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33378.4214803361,50477203.1998079
987,125320,06037125320,+34.1666766,-118.3701945,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,3,,,,3,3,,11,13141.2548223713,6807563.91441783
988,534101,06037534101,+33.9718406,-118.1657900,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14600.2519655976,5541565.46063592
989,543802,06037543802,+33.8293509,-118.2697206,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,16364.6818811774,14596512.8007069
990,573403,06037573403,+33.7985891,-118.1589381,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,4,24190.7360534553,18264953.854995
991,575401,06037575401,+33.7863532,-118.2001740,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,12588.8704397213,9580217.62561044
992,573700,06037573700,+33.8262637,-118.1094908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,18451.1432280296,19650173.685795
993,621301,06037621301,+33.8350669,-118.3797513,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,3,17377.640505118,16803206.9975861
994,621400,06037621400,+33.8227505,-118.3796439,,,,,,,,1,,,,,,,,,,,,,3,4,,,,,,,,,,,8,,,,,,,1,,2,,,,,,,3,,,,,,,,,,,,,,,,11,16048.5487307184,13731130.3736047
995,650001,06037650001,+33.8792212,-118.3191730,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17028.5271035625,17333640.0407726
996,650200,06037650200,+33.8628071,-118.3318539,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,30191.1965379278,26095711.2308357
997,534302,06037534302,+33.9593595,-118.1755664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,9761.18790559011,4176662.69998229
998,534404,06037534404,+33.9662544,-118.1906215,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9687.54732861874,4446351.61094515
999,542000,06037542000,+33.9055367,-118.2031731,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13910.0424196634,10535518.8873327
1000,573800,06037573800,+33.8242122,-118.0984125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17866.6015587547,16513663.8066394
1001,575402,06037575402,+33.7862264,-118.1915438,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7932.4838618437,3485864.38766275
1002,574100,06037574100,+33.8138403,-118.1228270,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,3,20329.7158542944,19798567.2256841
1003,574201,06037574201,+33.8039240,-118.1276823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,15839.760383704,13937005.1467098
1004,574202,06037574202,+33.8019004,-118.1433453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,3,19923.6402345814,14420010.246691
1005,574300,06037574300,+33.7994363,-118.1180820,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,25331.4991221479,26708526.7554359
1006,650300,06037650300,+33.8661962,-118.3493205,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,21083.503760025,20151846.3550135
1007,650501,06037650501,+33.8537982,-118.3586792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,13648.1588178417,10660408.6712984
1008,650502,06037650502,+33.8530265,-118.3702822,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15651.896184341,14348800.8639711
1009,650602,06037650602,+33.8423057,-118.3596025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,,,,4,,,,,,,,,,,,,,,,4,18636.314693513,13338449.4783232
1010,134720,06037134720,+34.2046449,-118.5688121,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13301.314080594,10650527.6250494
1011,650701,06037650701,+33.8317827,-118.3529869,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,5,18666.7493478106,21598048.0577211
1012,542401,06037542401,+33.8923624,-118.2109036,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15743.5117591758,13922730.859941
1013,542502,06037542502,+33.8940909,-118.2253101,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,14205.2192828982,10710026.5407215
1014,574400,06037574400,+33.8050344,-118.1023370,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24464.7911638735,36606689.1472254
1015,574500,06037574500,+33.7873397,-118.1000457,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,5,25087.7176212462,29312489.7194279
1016,574601,06037574601,+33.7837945,-118.1148010,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19413.2509101146,13959687.6451385
1017,574800,06037574800,+33.7834928,-118.1274859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,15300.5195380533,11928656.3460492
1018,574902,06037574902,+33.7913351,-118.1378252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,13140.9026238502,8647872.91202066
1019,602600,06037602600,+33.9112721,-118.3195843,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21158.8696955484,20959866.7737497
1020,602700,06037602700,+33.9230881,-118.3160924,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21574.5615050344,26713727.3248016
1021,503302,06037503302,+33.9416417,-118.0213686,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,,,2,,2,,,7,17791.2054079904,16640275.4222431
1022,542900,06037542900,+33.8918787,-118.2453652,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14279.1294494538,8688773.07175942
1023,543000,06037543000,+33.8906679,-118.2582626,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15227.1125426006,14154354.9159675
1024,542602,06037542602,+33.8996115,-118.2262997,,,,,1,1,,4,,,,1,,,,,,,,,1,,,1,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12409.8687598932,9389379.40925503
1025,542700,06037542700,+33.9013299,-118.2360631,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13599.7807907982,10710084.5132333
1026,575901,06037575901,+33.7726767,-118.2024636,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9697.10927523278,5227773.76349709
1027,575902,06037575902,+33.7723157,-118.1952012,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,1,,,7,7831.6090228033,3773423.02698049
1028,576200,06037576200,+33.7723836,-118.1867636,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,1,4,,,1,,,,,,,,,,,,,1,,,,,,,,,7,,,,7,,,12,11216.6422903304,7499860.38827093
1029,603101,06037603101,+33.8867825,-118.2954546,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,12652.1906510342,9489590.22707463
1030,603500,06037603500,+33.8993747,-118.3208781,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13085.5777490524,8564196.30512539
1031,603200,06037603200,+33.8701465,-118.3023094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,21938.7994438331,12261891.6299838
1032,603301,06037603301,+33.8840992,-118.3062131,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14162.0234703846,10492836.8039963
1033,603302,06037603302,+33.8740638,-118.3082458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15276.054667903,12218781.0123343
1034,603702,06037603702,+33.8829956,-118.3393815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,21915.8067654789,28123813.9859038
1035,503402,06037503402,+33.9418360,-118.0008226,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17749.8258714322,17196142.2474841
1036,503501,06037503501,+33.9330431,-118.0133510,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,22333.0094128947,16641690.5874455
1037,503502,06037503502,+33.9320286,-118.0031960,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17898.4850257059,13395538.9989371
1038,503601,06037503601,+33.9225099,-118.0111713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,,,,,,,1,,,,1,,,3,16783.5134451721,15017905.896091
1039,503602,06037503602,+33.9114235,-117.9990386,,,,,,,,1,,,,2,,,,,,,,,1,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25631.4432435916,35504525.1753268
1040,503701,06037503701,+33.9274179,-117.9948416,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,15595.0609032211,12463070.4016397
1041,577100,06037577100,+33.7707927,-118.1480649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,2,14526.3868025418,13084241.4733793
1042,543100,06037543100,+33.8810330,-118.2539533,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25645.4004339983,31066013.7690901
1043,550100,06037550100,+33.9237304,-118.0760625,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,18519.7831352405,17749917.2111177
1044,577200,06037577200,+33.7525713,-118.1586796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,29676.5108927725,37632572.9952675
1045,550300,06037550300,+33.9268098,-118.1013373,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,6,22314.6240728914,27296499.3513755
1046,550400,06037550400,+33.9365543,-118.0977003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,14717.8351910486,8870989.56821191
1047,576403,06037576403,+33.7789729,-118.1698152,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,7935.17239923605,3493763.11019352
1048,576502,06037576502,+33.7719180,-118.1740906,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,5,,,8,8030.26794413262,3311588.25815908
1049,576602,06037576602,+33.7407600,-118.1820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,47845.9347706134,54369520.4738643
1050,576801,06037576801,+33.7715794,-118.1642807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,9955.33666940242,5535432.64781642
1051,576802,06037576802,+33.7717856,-118.1577274,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9265.78293158669,5035922.93490835
1052,576901,06037576901,+33.7791377,-118.1646320,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9246.30169478116,4789422.78484655
1053,577000,06037577000,+33.7768730,-118.1401379,,,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,1,3,,,,,,,,4,,,,,,,,,,,,,,,,8,21697.8508374855,19901709.3699264
1054,131800,06037131800,+34.2047091,-118.5273080,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,1,,,5,15914.7990297672,14159859.2473781
1055,577300,06037577300,+33.7398185,-118.1397692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,2,26613.5242996622,34545264.6537571
1056,577400,06037577400,+33.7629063,-118.1351140,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,2,,,4,11864.4558512455,6947575.85288298
1057,603900,06037603900,+33.8947596,-118.3575670,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21069.3900878952,16007151.5115356
1058,609900,06037609900,+33.7410060,-118.3029320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,2,14121.9815470125,5725271.39307734
1059,920034,06037920034,+34.4388053,-118.4511824,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45095.5876646861,97010168.6538597
1060,920107,06037920107,+34.4510033,-118.5785160,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,77983.3437056809,122788058.258833
1061,910808,06037910808,+34.4620631,-118.3958220,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62389.120326667,115895257.832086
1062,620002,06037620002,+33.9200287,-118.4041547,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,2,15826.0381456986,12753097.4206463
1063,620101,06037620101,+33.9274501,-118.4208606,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,16146.2418764173,14583042.622806
1064,620102,06037620102,+33.9201935,-118.4180630,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,16012.1653037169,9385626.42366469
1065,503703,06037503703,+33.9096825,-117.9857888,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21548.8767138684,28398645.0653539
1066,503801,06037503801,+33.8962800,-117.9932268,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18432.8559259854,13792550.8813462
1067,503802,06037503802,+33.8982866,-118.0035625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,15640.5633623407,14262452.1443897
1068,534804,06037534804,+33.9631931,-118.2273157,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9319.05548364584,3978855.18648897
1069,504001,06037504001,+33.9096153,-118.0157307,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,4,18099.9030406313,14929345.1729248
1070,555103,06037555103,+33.8447165,-118.0648897,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13356.7708283934,10650396.0392444
1071,550700,06037550700,+33.9642238,-118.1314443,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,22084.4336054927,23978349.9043185
1072,550800,06037550800,+33.9512700,-118.1433556,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23922.1437038859,31209861.9700073
1073,555104,06037555104,+33.8361953,-118.0655043,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12634.3642377586,9474010.37344505
1074,555202,06037555202,+33.8200771,-118.0728449,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17610.2646090683,11867158.0230376
1075,555211,06037555211,+33.8276580,-118.0768645,,,,,,,,9,,,,,,,,,,,,,1,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,14,11802.0771794244,8539875.27455223
1076,555212,06037555212,+33.8273348,-118.0662058,,,,,1,1,,11,,,,1,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11833.4267458002,7609052.0647216
1077,570002,06037570002,+33.8646532,-118.1294697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,11613.0582010857,8368862.04161868
1078,650702,06037650702,+33.8322221,-118.3675827,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16486.0770227694,15058687.6207219
1079,650902,06037650902,+33.8251807,-118.3192551,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20523.3623864716,21447557.2887449
1080,651001,06037651001,+33.8123572,-118.3130811,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,19082.6096456823,15270388.7724725
1081,651002,06037651002,+33.8139810,-118.3240449,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15477.4891888173,12741764.3891168
1082,532605,06037532605,+33.9842413,-118.2251677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,10365.9464294896,5645956.53947203
1083,533104,06037533104,+33.9766899,-118.2244090,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,8,7694.33543491306,3681315.94169727
1084,533107,06037533107,+33.9745613,-118.2164699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,10165.8103309708,3722557.70622634
1085,224310,06037224310,+34.0443840,-118.2827213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,1,,,2,6759.46035333643,1946036.6966191
1086,533201,06037533201,+33.9819143,-118.2081561,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9389.96190030423,4023503.0384609
1087,533300,06037533300,+33.9927923,-118.2024051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,8552.87002807554,3731088.16024222
1088,111205,06037111205,+34.2543903,-118.5351305,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,14717.2703286386,12474960.5051485
1089,800332,06037800332,+34.1616924,-118.7720767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,1,,4,34189.6949714057,51727957.3377481
1090,543305,06037543305,+33.8612491,-118.2239158,,,,,,,,1,,,,,,,,,,,,,1,,,4,,,,,,,,,6,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,8,39876.9842063414,91339780.4946495
1091,570003,06037570003,+33.8646020,-118.1402378,,,,1,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14220.2393498595,12295783.4930942
1092,570204,06037570204,+33.8716329,-118.1556129,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9857.7643201685,5900050.974907
1093,651101,06037651101,+33.8072129,-118.3366655,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37604.7616687489,60021367.8602613
1094,651201,06037651201,+33.8209956,-118.3675269,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,17308.1239231441,18792328.0301108
1095,533601,06037533601,+33.9804922,-118.1942193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,12278.0412024569,5893953.70071058
1096,189600,06037189600,+34.1113467,-118.3297772,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20247.0658181821,11656332.0754096
1097,430724,06037430724,+34.1270540,-118.0591184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13484.6361346575,6241810.94877197
1098,181400,06037181400,+34.1367194,-118.2088736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,2,14429.0464634907,9463031.47831519
1099,577604,06037577604,+33.7557499,-118.1100855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29070.5221674356,16450250.8068007
1100,462500,06037462500,+34.1655638,-118.1005901,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,31260.4297211993,27635917.3279256
1101,462700,06037462700,+34.1519263,-118.1144873,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17736.3138591413,18034578.6040565
1102,462800,06037462800,+34.1522194,-118.1012717,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15312.6227570134,12134278.4676668
1103,462900,06037462900,+34.1537400,-118.0900164,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21323.8100045047,25495232.4555916
1104,601303,06037601303,+33.9741892,-118.3617818,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8901.57121247332,4719524.78716011
